EVT EQUIP-ID,EVENT-ID,WCE,DDR,WCE NARRATIVE,CORRECTIVE ACTION
C1234,L264330470,1,1,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
A1234,L074344918,3,1,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
D1234,L980932666,3,1,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
C1234,L124319912,3,2,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
C1234,L496946856,2,1,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
C1234,L931305275,2,2,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
C1234,L997226555,3,2,aliquam erat volutpat in congue etiam justo etiam pretium iaculis,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa
C1234,L823959716,1,1,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
C1234,L987292820,2,1,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,eros viverra eget congue eget semper rutrum nulla nunc purus
A1234,L642022384,2,2,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis
C1234,L255080904,2,1,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac
A1234,L261755616,2,2,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
B1234,L983644373,2,2,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,integer ac leo pellentesque ultrices mattis odio donec vitae nisi
C1234,L993533941,2,2,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
D1234,L025039502,2,1,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
B1234,L475877464,2,2,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
C1234,L120135484,1,1,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
A1234,L943612277,3,1,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
A1234,L100769737,1,1,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
A1234,L179343400,2,2,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices
B1234,L534601484,3,1,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
B1234,L662178100,2,2,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor
D1234,L105905110,2,1,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
A1234,L517692945,2,1,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
C1234,L990670079,3,1,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
A1234,L027792261,1,1,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
A1234,L985575465,3,1,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
D1234,L809160458,1,2,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
D1234,L765741671,2,1,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,mi sit amet lobortis sapien sapien non mi integer ac neque duis
C1234,L302070926,2,2,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
D1234,L138415521,2,1,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo
C1234,L113178147,2,1,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
B1234,L398404618,1,1,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
A1234,L434576520,3,2,integer pede justo lacinia eget tincidunt eget tempus vel pede,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
B1234,L690623286,2,1,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
A1234,L388019975,3,1,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in
C1234,L581176036,3,1,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
C1234,L050403080,1,1,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
D1234,L578193782,2,2,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu
B1234,L242015171,2,1,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
B1234,L118692881,2,2,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
C1234,L271398644,1,1,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
A1234,L541006590,3,1,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
C1234,L139536060,2,2,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,pede libero quis orci nullam molestie nibh in lectus pellentesque
A1234,L766100327,1,2,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
C1234,L766541207,1,1,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris
A1234,L475547288,3,1,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut
B1234,L640147988,2,2,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
A1234,L676901781,1,1,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
B1234,L808043340,2,2,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
A1234,L651536479,2,2,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
D1234,L055814023,2,2,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
B1234,L463459344,1,1,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,nullam orci pede venenatis non sodales sed tincidunt eu felis
A1234,L224658107,1,2,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam
A1234,L868512282,2,2,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
B1234,L002743619,3,2,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
A1234,L409046233,2,1,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,in purus eu magna vulputate luctus cum sociis natoque penatibus
B1234,L126894929,3,1,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
C1234,L881545684,1,2,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
C1234,L657388807,2,1,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
A1234,L473698129,1,1,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
C1234,L831991194,2,2,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
D1234,L399975878,3,2,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
D1234,L046788894,3,2,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,in eleifend quam a odio in hac habitasse platea dictumst
C1234,L708347764,1,2,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
B1234,L801254890,2,2,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
